village_name,com_com,dis_name,pro_name
Pou Doh,Trapeang Thum Khang Cheung,Tram Kak,Takeo
Prey Sbat,Trapeang Thum Khang Cheung,Tram Kak,Takeo
Prey Dak Por,Trapeang Thum Khang Cheung,Tram Kak,Takeo
Trapeang Kaoh,Trapeang Thum Khang Tboung,Tram Kak,Takeo
Prey Kdei,Trapeang Thum Khang Tboung,Tram Kak,Takeo
Prey Rumduol,Trapeang Thum Khang Tboung,Tram Kak,Takeo
Prakieb,Trapeang Thum Khang Tboung,Tram Kak,Takeo
Trapeang Chrey,Trapeang Thum Khang Tboung,Tram Kak,Takeo
Samraong,Trapeang Thum Khang Tboung,Tram Kak,Takeo
Kou Chen Leaeng,Trapeang Thum Khang Tboung,Tram Kak,Takeo
Trapeang Ta Saom,Trapeang Thum Khang Tboung,Tram Kak,Takeo
Trapeang Chhuk,Trapeang Thum Khang Tboung,Tram Kak,Takeo
Trapeang Tnaot,Trapeang Thum Khang Tboung,Tram Kak,Takeo
Trapeang Prei,Trapeang Thum Khang Tboung,Tram Kak,Takeo
Trapeang Khan,Trapeang Thum Khang Tboung,Tram Kak,Takeo
Prey Preal,Trapeang Thum Khang Tboung,Tram Kak,Takeo
Prey Tuk,Angkanh,Treang,Takeo
Roluos,Angkanh,Treang,Takeo
Trapeang Khlout,Angkanh,Treang,Takeo
Trapeang Chhuk,Angkanh,Treang,Takeo
Ta Ren Chou,Angkanh,Treang,Takeo
Krang Chheu Nieng,Angkanh,Treang,Takeo
Doek Mai,Angkanh,Treang,Takeo
Angk Roka,Angkanh,Treang,Takeo
Spueu,Angk Khnor,Treang,Takeo
Kor,Angk Khnor,Treang,Takeo
Trapeang Prei,Angk Khnor,Treang,Takeo
Trapeang Roka,Angk Khnor,Treang,Takeo
Prey Meas,Angk Khnor,Treang,Takeo
Srae Vong,Angk Khnor,Treang,Takeo
Ta Pheak,Angk Khnor,Treang,Takeo
Thkov,Chi Khma,Treang,Takeo
Chuos,Chi Khma,Treang,Takeo
Chhkae Slab,Chi Khma,Treang,Takeo
Andaeng Sang Chvea,Chi Khma,Treang,Takeo
Andaeng Sang Khmer,Chi Khma,Treang,Takeo
Chreae,Chi Khma,Treang,Takeo
Roka,Chi Khma,Treang,Takeo
Yul Chek,Chi Khma,Treang,Takeo
Banteay,Chi Khma,Treang,Takeo
Chi Khma,Chi Khma,Treang,Takeo
Pongro,Khvav,Treang,Takeo
Ta Soeng,Khvav,Treang,Takeo
Kdei Run,Khvav,Treang,Takeo
Kakaoh,Khvav,Treang,Takeo
Srama Leu,Khvav,Treang,Takeo
Thommoda,Khvav,Treang,Takeo
Srama Kraom,Khvav,Treang,Takeo
Ta Sraen,Khvav,Treang,Takeo
Doun Pheu,Khvav,Treang,Takeo
Prues Leu,Khvav,Treang,Takeo
Prues Kraom,Khvav,Treang,Takeo
Trapeang Veaeng,Prambei Mum,Treang,Takeo
Damnak Reachea,Prambei Mum,Treang,Takeo
Dangkao,Prambei Mum,Treang,Takeo
Chheu Teal Phluoh,Prambei Mum,Treang,Takeo
Prambei Mum,Prambei Mum,Treang,Takeo
Krang Kandal,Prambei Mum,Treang,Takeo
Trapeang Leuk,Prambei Mum,Treang,Takeo
Krang Sbaek,Prambei Mum,Treang,Takeo
Ponhea Lueu,Prambei Mum,Treang,Takeo
Prey Chheu Teal,Prambei Mum,Treang,Takeo
Rovieng,Prambei Mum,Treang,Takeo
Lve Thmei,Prambei Mum,Treang,Takeo
Ou Kralang Duol,Angk Kaev,Treang,Takeo
Trapeang Kak,Angk Kaev,Treang,Takeo
Angk Kaev,Angk Kaev,Treang,Takeo
Prey Rumpeak,Angk Kaev,Treang,Takeo
Thnuoh,Angk Kaev,Treang,Takeo
Trapeang Snao,Angk Kaev,Treang,Takeo
Serei Duoch,Angk Kaev,Treang,Takeo
Ou Ta Sek,Angk Kaev,Treang,Takeo
Prey Sandaek,Prey Sloek,Treang,Takeo
Srae Chrak,Prey Sloek,Treang,Takeo
Kouk Nhoar,Prey Sloek,Treang,Takeo
Niel,Prey Sloek,Treang,Takeo
Prey Mien,Prey Sloek,Treang,Takeo
Prey Sloek,Prey Sloek,Treang,Takeo
Phnum Thnak,Prey Sloek,Treang,Takeo
Daeum Phdiek,Prey Sloek,Treang,Takeo
Trapeang Ta Moung,Prey Sloek,Treang,Takeo
Baray,Prey Sloek,Treang,Takeo
Trapeang Veaeng,Prey Sloek,Treang,Takeo
Svay Rumdeng,Prey Sloek,Treang,Takeo
Phnum Khlaeng,Prey Sloek,Treang,Takeo
Trapeang Angk,Prey Sloek,Treang,Takeo
Sangha,Prey Sloek,Treang,Takeo
Samraong Mean Chey,Prey Sloek,Treang,Takeo
Sour Chant,Prey Sloek,Treang,Takeo
Trapeang Chrey,Roneam,Treang,Takeo
Trapeang Rumpeak,Roneam,Treang,Takeo
Trapeang Thum,Roneam,Treang,Takeo
Thommoda,Roneam,Treang,Takeo
Thmei,Roneam,Treang,Takeo
Prey Ph'av,Roneam,Treang,Takeo
Khlaong Tvear,Roneam,Treang,Takeo
Trapeang Khnor,Roneam,Treang,Takeo
Prey Ph'er,Roneam,Treang,Takeo
Kouk Khmoung,Roneam,Treang,Takeo
Souphi,Roneam,Treang,Takeo
Prey Phdau,Sambuor,Treang,Takeo
Rovieng,Sambuor,Treang,Takeo
Prey Dak Por,Sambuor,Treang,Takeo
Prey Phlong,Sambuor,Treang,Takeo
Pou,Sambuor,Treang,Takeo
Ta Proem,Sambuor,Treang,Takeo
Trapeang Ponluh,Sambuor,Treang,Takeo
Kbal Pou,Sambuor,Treang,Takeo
Tnaot Chum,Sambuor,Treang,Takeo
Ou Pou,Sambuor,Treang,Takeo
Angk Ta Phouk,Sanlung,Treang,Takeo
Angk Prangkor,Sanlung,Treang,Takeo
Chrey,Sanlung,Treang,Takeo
Ta Preah,Sanlung,Treang,Takeo
Krang Tnaot,Sanlung,Treang,Takeo
Krasang,Sanlung,Treang,Takeo
Chen,Sanlung,Treang,Takeo
Ponley,Sanlung,Treang,Takeo
Srah Ta Kuon,Sanlung,Treang,Takeo
Chi Chrab,Sanlung,Treang,Takeo
Louk,Sanlung,Treang,Takeo
Kraom,Sanlung,Treang,Takeo
Smaong,Smaong,Treang,Takeo
Trapeang Chrey,Smaong,Treang,Takeo
Kampong Chrey,Smaong,Treang,Takeo
Skul,Smaong,Treang,Takeo
Trapeang Leuk,Smaong,Treang,Takeo
Tnaot,Srangae,Treang,Takeo
Prey Nob,Srangae,Treang,Takeo
Chrang,Srangae,Treang,Takeo
Trapeang Babos,Srangae,Treang,Takeo
Trabaek,Srangae,Treang,Takeo
Meun Tumrong,Srangae,Treang,Takeo
Kok,Srangae,Treang,Takeo
Svay Ampear,Srangae,Treang,Takeo
Kantuot,Srangae,Treang,Takeo
Prey Run,Srangae,Treang,Takeo
Snuol,Srangae,Treang,Takeo
Prey Chheu Teal,Srangae,Treang,Takeo
Prey Changriek,Srangae,Treang,Takeo
Kouk Ampov,Srangae,Treang,Takeo
Putth Sam,Srangae,Treang,Takeo
Trapeang Sla,Thlok,Treang,Takeo
Rovieng,Thlok,Treang,Takeo
Svay,Thlok,Treang,Takeo
Krang Thum,Thlok,Treang,Takeo
Krang Dai,Thlok,Treang,Takeo
Chen,Thlok,Treang,Takeo
Prey Veaeng,Thlok,Treang,Takeo
Chheu Teal Bak,Thlok,Treang,Takeo
Prey Chheu Teal,Thlok,Treang,Takeo
Krang Touch,Thlok,Treang,Takeo
Kdei Tnaot,Thlok,Treang,Takeo
Samraong,Thlok,Treang,Takeo
Samna Khmau,Thlok,Treang,Takeo
Krang Thnong,Thlok,Treang,Takeo
Krang Roung,Thlok,Treang,Takeo
Ponley,Thlok,Treang,Takeo
Lve,Thlok,Treang,Takeo
Chrung Kris,Thlok,Treang,Takeo
Tonle,Tralach,Treang,Takeo
Choes,Tralach,Treang,Takeo
Tralach,Tralach,Treang,Takeo
Samraong,Tralach,Treang,Takeo
Chingou,Tralach,Treang,Takeo
Angkunh,Tralach,Treang,Takeo
Kantuot Thum,Tralach,Treang,Takeo
Kantuot Touch,Tralach,Treang,Takeo
Poun,Tralach,Treang,Takeo
Trapeang Chhuk,Tralach,Treang,Takeo
Kaoh Thmei,Anlong Veaeng,Anlong Veaeng,Oddar Meanchey
Ou Chenhchien,Anlong Veaeng,Anlong Veaeng,Oddar Meanchey
Prolean,Anlong Veaeng,Anlong Veaeng,Oddar Meanchey
Yeang Khang Tbong,Anlong Veaeng,Anlong Veaeng,Oddar Meanchey
Thnal Kandal Kraom,Anlong Veaeng,Anlong Veaeng,Oddar Meanchey
Thnal Kandal Leu,Anlong Veaeng,Anlong Veaeng,Oddar Meanchey
Thnal Totueng,Anlong Veaeng,Anlong Veaeng,Oddar Meanchey
Thnal Bambaek,Anlong Veaeng,Anlong Veaeng,Oddar Meanchey
Thnal Kaeng,Anlong Veaeng,Anlong Veaeng,Oddar Meanchey
Akphivoad,Anlong Veaeng,Anlong Veaeng,Oddar Meanchey
Rumchek,Anlong Veaeng,Anlong Veaeng,Oddar Meanchey
Yeang Khang Chheung,Anlong Veaeng,Anlong Veaeng,Oddar Meanchey
Thnal Tmei,Anlong Veaeng,Anlong Veaeng,Oddar Meanchey
Rumchek Khang Keut,Anlong Veaeng,Anlong Veaeng,Oddar Meanchey
Ou Ta Meng,Anlong Veaeng,Anlong Veaeng,Oddar Meanchey
Rumchek Khang Lech,Anlong Veaeng,Anlong Veaeng,Oddar Meanchey
Trapeang Tav,Trapeang Tav,Anlong Veaeng,Oddar Meanchey
Ta Dev,Trapeang Tav,Anlong Veaeng,Oddar Meanchey
Ou Angrae,Trapeang Tav,Anlong Veaeng,Oddar Meanchey
Slaeng Por,Trapeang Tav,Anlong Veaeng,Oddar Meanchey
Tuol Prasat,Trapeang Tav,Anlong Veaeng,Oddar Meanchey
Tuol Svay,Trapeang Tav,Anlong Veaeng,Oddar Meanchey
Thmei,Trapeang Tav,Anlong Veaeng,Oddar Meanchey
Tumnob,Trapeang Tav,Anlong Veaeng,Oddar Meanchey
Ou Srama,Trapeang Tav,Anlong Veaeng,Oddar Meanchey
Tuol Svay Sean Chey,Trapeang Tav,Anlong Veaeng,Oddar Meanchey
Tuol Kandal,Trapeang Prei,Anlong Veaeng,Oddar Meanchey
Tuol Sala,Trapeang Prei,Anlong Veaeng,Oddar Meanchey
Aekakpheap,Trapeang Prei,Anlong Veaeng,Oddar Meanchey
Boeng,Trapeang Prei,Anlong Veaeng,Oddar Meanchey
Cheung Phnum,Trapeang Prei,Anlong Veaeng,Oddar Meanchey
Khleang Kandal,Trapeang Prei,Anlong Veaeng,Oddar Meanchey
Prasat,Trapeang Prei,Anlong Veaeng,Oddar Meanchey
Santepheap,Trapeang Prei,Anlong Veaeng,Oddar Meanchey
Srah Chhuk,Trapeang Prei,Anlong Veaeng,Oddar Meanchey
Tuol Tbaeng,Trapeang Prei,Anlong Veaeng,Oddar Meanchey
Tumnob Leu,Trapeang Prei,Anlong Veaeng,Oddar Meanchey
Tuek Chob,Trapeang Prei,Anlong Veaeng,Oddar Meanchey
Tuek Chum,Trapeang Prei,Anlong Veaeng,Oddar Meanchey
Chheu Teal Chrum,Thlat,Anlong Veaeng,Oddar Meanchey
Ou Run,Thlat,Anlong Veaeng,Oddar Meanchey
Svay Chek,Thlat,Anlong Veaeng,Oddar Meanchey
Thlat,Thlat,Anlong Veaeng,Oddar Meanchey
Tuol Kruos,Thlat,Anlong Veaeng,Oddar Meanchey
Tuol Kralanh,Thlat,Anlong Veaeng,Oddar Meanchey
Tuol Prich,Thlat,Anlong Veaeng,Oddar Meanchey
Thmei,Thlat,Anlong Veaeng,Oddar Meanchey
Lumtong,Lumtong,Anlong Veaeng,Oddar Meanchey
Treas,Lumtong,Anlong Veaeng,Oddar Meanchey
Ou Kokir Kandal,Lumtong,Anlong Veaeng,Oddar Meanchey
Ou Kokir Kraom,Lumtong,Anlong Veaeng,Oddar Meanchey
Ou Kokir Leu,Lumtong,Anlong Veaeng,Oddar Meanchey
Lumtong Thmei,Lumtong,Anlong Veaeng,Oddar Meanchey
Sralau Sraong,Lumtong,Anlong Veaeng,Oddar Meanchey
Treapeang Thum,Lumtong,Anlong Veaeng,Oddar Meanchey
Chob Ta Mouk,Lumtong,Anlong Veaeng,Oddar Meanchey
Kork Samphor,Lumtong,Anlong Veaeng,Oddar Meanchey
Char,Lumtong,Anlong Veaeng,Oddar Meanchey
Pong Tuek,Ampil,Banteay Ampil,Oddar Meanchey
Ampil Chas,Ampil,Banteay Ampil,Oddar Meanchey
Trom,Ampil,Banteay Ampil,Oddar Meanchey
Rung Roeang,Ampil,Banteay Ampil,Oddar Meanchey
Rumduol Chas,Ampil,Banteay Ampil,Oddar Meanchey
Kdol,Ampil,Banteay Ampil,Oddar Meanchey
Baray,Ampil,Banteay Ampil,Oddar Meanchey
Yak,Ampil,Banteay Ampil,Oddar Meanchey
Pongro,Ampil,Banteay Ampil,Oddar Meanchey
Prey Voa,Ampil,Banteay Ampil,Oddar Meanchey
Kouk Ritth,Ampil,Banteay Ampil,Oddar Meanchey
Ampil Thmei,Ampil,Banteay Ampil,Oddar Meanchey
Chob Kokir Khang Kaeut,Ampil,Banteay Ampil,Oddar Meanchey
Chob Kokir Khang Lech,Ampil,Banteay Ampil,Oddar Meanchey
Kouk Thum,Ampil,Banteay Ampil,Oddar Meanchey
Lbaeuk Rith,Ampil,Banteay Ampil,Oddar Meanchey
Rumduol Thmei,Ampil,Banteay Ampil,Oddar Meanchey
Prasat Rumduol,Ampil,Banteay Ampil,Oddar Meanchey
Ovlaok,Ampil,Banteay Ampil,Oddar Meanchey
Tbaeng Chas,Ampil,Banteay Ampil,Oddar Meanchey
Tbaeng Thmei,Ampil,Banteay Ampil,Oddar Meanchey
Kouk Prech,Ampil,Banteay Ampil,Oddar Meanchey
Doun Tea,Ampil,Banteay Ampil,Oddar Meanchey
Char,Ampil,Banteay Ampil,Oddar Meanchey
Trab,Ampil,Banteay Ampil,Oddar Meanchey
Sopheap,Ampil,Banteay Ampil,Oddar Meanchey
Pongro Ta Lei,Ampil,Banteay Ampil,Oddar Meanchey
Ha Leam Saenchey,Ampil,Banteay Ampil,Oddar Meanchey
Chan Krohorm Saenchey,Ampil,Banteay Ampil,Oddar Meanchey
Dechou Ou Da,Ampil,Banteay Ampil,Oddar Meanchey
Rumduol Saen Chey,Ampil,Banteay Ampil,Oddar Meanchey
Beng,Beng,Banteay Ampil,Oddar Meanchey
Totueng Thngai,Beng,Banteay Ampil,Oddar Meanchey
Tumnob Thmei,Beng,Banteay Ampil,Oddar Meanchey
Prasat Lbaeuk,Beng,Banteay Ampil,Oddar Meanchey
Pou Thmei,Beng,Banteay Ampil,Oddar Meanchey
Prasat Bei,Beng,Banteay Ampil,Oddar Meanchey
Voa Yeav,Beng,Banteay Ampil,Oddar Meanchey
Pou Chas,Beng,Banteay Ampil,Oddar Meanchey
Reangsei,Beng,Banteay Ampil,Oddar Meanchey
Kouk Kei,Beng,Banteay Ampil,Oddar Meanchey
Kouk Kampol,Beng,Banteay Ampil,Oddar Meanchey
Kouk Kabbas,Beng,Banteay Ampil,Oddar Meanchey
Kantuy Chun,Beng,Banteay Ampil,Oddar Meanchey
Ou Rumduol,Beng,Banteay Ampil,Oddar Meanchey
Reaksmei Souphi,Beng,Banteay Ampil,Oddar Meanchey
Samraong Teab,Beng,Banteay Ampil,Oddar Meanchey
Ta Ma,Beng,Banteay Ampil,Oddar Meanchey
Tumnob Chas,Beng,Banteay Ampil,Oddar Meanchey
Yeay Tep,Beng,Banteay Ampil,Oddar Meanchey
Trapeang Svay,Beng,Banteay Ampil,Oddar Meanchey
Pou Saen Chey,Beng,Banteay Ampil,Oddar Meanchey
Mali Sraong,Beng,Banteay Ampil,Oddar Meanchey
Krala Saen Chey,Beng,Banteay Ampil,Oddar Meanchey
Kouk Khpos,Kouk Khpos,Banteay Ampil,Oddar Meanchey
Prei,Kouk Khpos,Banteay Ampil,Oddar Meanchey
Keab,Kouk Khpos,Banteay Ampil,Oddar Meanchey
Chheu Slab,Kouk Khpos,Banteay Ampil,Oddar Meanchey
Tonle Sa,Kouk Khpos,Banteay Ampil,Oddar Meanchey
Thnal,Kouk Khpos,Banteay Ampil,Oddar Meanchey
Monorum,Kouk Khpos,Banteay Ampil,Oddar Meanchey
Prasat Ou Tong,Kouk Khpos,Banteay Ampil,Oddar Meanchey
Prey Totueng,Kouk Khpos,Banteay Ampil,Oddar Meanchey
Srah Srang,Kouk Khpos,Banteay Ampil,Oddar Meanchey
Bos Thum,Kouk Khpos,Banteay Ampil,Oddar Meanchey
Saen Monou Rom Muoy,Kouk Khpos,Banteay Ampil,Oddar Meanchey
Saen Monou Rom Pir,Kouk Khpos,Banteay Ampil,Oddar Meanchey
Soengh,Kouk Mon,Banteay Ampil,Oddar Meanchey
Siliem,Kouk Mon,Banteay Ampil,Oddar Meanchey
Kouk Mon,Kouk Mon,Banteay Ampil,Oddar Meanchey
Roneam Thum,Kouk Mon,Banteay Ampil,Oddar Meanchey
Sala Rang,Kouk Mon,Banteay Ampil,Oddar Meanchey
Kanhchrieb,Kouk Mon,Banteay Ampil,Oddar Meanchey
Kouk Svay,Kouk Mon,Banteay Ampil,Oddar Meanchey
Kur,Kouk Mon,Banteay Ampil,Oddar Meanchey
Prey Veaeng,Kouk Mon,Banteay Ampil,Oddar Meanchey
Sith Serei,Kouk Mon,Banteay Ampil,Oddar Meanchey
Ta Nes,Kouk Mon,Banteay Ampil,Oddar Meanchey
Trapeang Ampil,Kouk Mon,Banteay Ampil,Oddar Meanchey
Thnal Bat,Kouk Mon,Banteay Ampil,Oddar Meanchey
Thnal Dach,Kouk Mon,Banteay Ampil,Oddar Meanchey
Kouk Sangkeuch,Kouk Mon,Banteay Ampil,Oddar Meanchey
Ta Ham,Kouk Mon,Banteay Ampil,Oddar Meanchey
Rumchek,Kouk Mon,Banteay Ampil,Oddar Meanchey
Thma Doun,Kouk Mon,Banteay Ampil,Oddar Meanchey
Tamoan Saenchey,Kouk Mon,Banteay Ampil,Oddar Meanchey
Cheung Tien,Cheung Tien,Chong Kal,Oddar Meanchey
Srae Prang,Cheung Tien,Chong Kal,Oddar Meanchey
Kouk Pongro,Cheung Tien,Chong Kal,Oddar Meanchey
Ta Nouk,Cheung Tien,Chong Kal,Oddar Meanchey
Kouk Trang,Cheung Tien,Chong Kal,Oddar Meanchey
Chhkae Sraeng,Cheung Tien,Chong Kal,Oddar Meanchey
Kouk Reang,Cheung Tien,Chong Kal,Oddar Meanchey
Chong Kal,Chong Kal,Chong Kal,Oddar Meanchey
Kouk Voat,Chong Kal,Chong Kal,Oddar Meanchey
Ka,Chong Kal,Chong Kal,Oddar Meanchey
Prey Thum,Chong Kal,Chong Kal,Oddar Meanchey
Chhork,Chong Kal,Chong Kal,Oddar Meanchey
Srama,Chong Kal,Chong Kal,Oddar Meanchey
Banteay Chas,Chong Kal,Chong Kal,Oddar Meanchey
Ah Toa,Chong Kal,Chong Kal,Oddar Meanchey
Bat Thkao,Chong Kal,Chong Kal,Oddar Meanchey
Banteay Thmei,Chong Kal,Chong Kal,Oddar Meanchey
Khnar,Krasang,Chong Kal,Oddar Meanchey
Chhuk,Krasang,Chong Kal,Oddar Meanchey
Kouk Spean,Krasang,Chong Kal,Oddar Meanchey
Koul,Krasang,Chong Kal,Oddar Meanchey
Chek Kbour,Krasang,Chong Kal,Oddar Meanchey
Kouk Samrech,Krasang,Chong Kal,Oddar Meanchey
Kouk Thnong,Krasang,Chong Kal,Oddar Meanchey
Rolum Veaeng,Krasang,Chong Kal,Oddar Meanchey
Kouk Bantoat Baoh,Krasang,Chong Kal,Oddar Meanchey
Kouk Thum,Krasang,Chong Kal,Oddar Meanchey
Pongro,Pongro,Chong Kal,Oddar Meanchey
Ampil,Pongro,Chong Kal,Oddar Meanchey
Ta Paen,Pongro,Chong Kal,Oddar Meanchey
Kandaoldom,Pongro,Chong Kal,Oddar Meanchey
Banteay Choar,Pongro,Chong Kal,Oddar Meanchey
Srah Kaev,Pongro,Chong Kal,Oddar Meanchey
Kouk Sangkae,Pongro,Chong Kal,Oddar Meanchey
Prey NoKor,Pongro,Chong Kal,Oddar Meanchey
Bansay Reak,Bansay Reak,Samraong,Oddar Meanchey
Kamnab,Bansay Reak,Samraong,Oddar Meanchey
Rumduol  Veasna,Bansay Reak,Samraong,Oddar Meanchey
Sambuor Meas,Bansay Reak,Samraong,Oddar Meanchey
Tnaot,Bansay Reak,Samraong,Oddar Meanchey
kakse Pouthivung,Bansay Reak,Samraong,Oddar Meanchey
Khnach Russei,Bansay Reak,Samraong,Oddar Meanchey
Trapeang M'am Sean Chey,Bansay Reak,Samraong,Oddar Meanchey
Bos Sbov,Bos Sbov,Samraong,Oddar Meanchey
Krasang,Bos Sbov,Samraong,Oddar Meanchey
Phlong Chas,Bos Sbov,Samraong,Oddar Meanchey
Ou Preal,Bos Sbov,Samraong,Oddar Meanchey
Trabaek,Bos Sbov,Samraong,Oddar Meanchey
Prasat,Bos Sbov,Samraong,Oddar Meanchey
Pong Tuek,Bos Sbov,Samraong,Oddar Meanchey
Phlong Thmei,Bos Sbov,Samraong,Oddar Meanchey
Khtum,Koun Kriel,Samraong,Oddar Meanchey
Ta Man,Koun Kriel,Samraong,Oddar Meanchey
Thnal Bat,Koun Kriel,Samraong,Oddar Meanchey
Anlong Veaeng,Koun Kriel,Samraong,Oddar Meanchey
Trapeang Veaeng,Koun Kriel,Samraong,Oddar Meanchey
Thmei,Koun Kriel,Samraong,Oddar Meanchey
Trapeang Slaeng,Koun Kriel,Samraong,Oddar Meanchey
Kouk Prasat,Koun Kriel,Samraong,Oddar Meanchey
Kdol,Koun Kriel,Samraong,Oddar Meanchey
Kirivoant,Koun Kriel,Samraong,Oddar Meanchey
Champa Sokh,Koun Kriel,Samraong,Oddar Meanchey
Ph'ong,Koun Kriel,Samraong,Oddar Meanchey
Koun Kriel,Koun Kriel,Samraong,Oddar Meanchey
Chheu Kram,Koun Kriel,Samraong,Oddar Meanchey
Ou Pok,Koun Kriel,Samraong,Oddar Meanchey
Dorng Tong,Koun Kriel,Samraong,Oddar Meanchey
Romdoul Cheungphnom,Koun Kriel,Samraong,Oddar Meanchey
Chhouk meas,Koun Kriel,Samraong,Oddar Meanchey
Kouk Chhuk,Koun Kriel,Samraong,Oddar Meanchey
Kouk Phluk,Koun Kriel,Samraong,Oddar Meanchey
Trapeang Toung,Koun Kriel,Samraong,Oddar Meanchey
Kouk Ampil,Koun Kriel,Samraong,Oddar Meanchey
Ou Ruessei,Koun Kriel,Samraong,Oddar Meanchey
Sras Prich,Koun Kriel,Samraong,Oddar Meanchey
Chrueng Khang Kaeut,Koun Kriel,Samraong,Oddar Meanchey
Chrueng Khang Lech,Koun Kriel,Samraong,Oddar Meanchey
Boss,Koun Kriel,Samraong,Oddar Meanchey
Kouk Chanry,Koun Kriel,Samraong,Oddar Meanchey
Samroang Saenchey 1,Koun Kriel,Samraong,Oddar Meanchey
Samroang Saenchey 2,Koun Kriel,Samraong,Oddar Meanchey
Doun Kaen,Samraong,Samraong,Oddar Meanchey
Ou Ruessei,Samraong,Samraong,Oddar Meanchey
Pul,Samraong,Samraong,Oddar Meanchey
Chhuk,Samraong,Samraong,Oddar Meanchey
Ou Kravan,Samraong,Samraong,Oddar Meanchey
Phniet,Samraong,Samraong,Oddar Meanchey
Samraong,Samraong,Samraong,Oddar Meanchey
Kandaek,Samraong,Samraong,Oddar Meanchey
Kouk Chambak,Samraong,Samraong,Oddar Meanchey
Kouk Chres,Samraong,Samraong,Oddar Meanchey
Kouk Kor,Samraong,Samraong,Oddar Meanchey
Kouk Rumduol,Samraong,Samraong,Oddar Meanchey
Chh'aeub,Samraong,Samraong,Oddar Meanchey
Ou Kansaeng,Samraong,Samraong,Oddar Meanchey
Koun Damrei,Samraong,Samraong,Oddar Meanchey
Bak Nuem,Samraong,Samraong,Oddar Meanchey
Borei Rotbal,Samraong,Samraong,Oddar Meanchey
Doun Kaen Saen Chey,Samraong,Samraong,Oddar Meanchey
Akphivodth,Ou Smach,Samraong,Oddar Meanchey
Chamkar Chek,Ou Smach,Samraong,Oddar Meanchey
Chrey,Ou Smach,Samraong,Oddar Meanchey
Kiri Mongkol,Ou Smach,Samraong,Oddar Meanchey
Ruot Champei,Ou Smach,Samraong,Oddar Meanchey
Ou Smach,Ou Smach,Samraong,Oddar Meanchey
Srah Tuek,Ou Smach,Samraong,Oddar Meanchey
Ou Khla Khmum,Ou Smach,Samraong,Oddar Meanchey
Mean Chey,Bak Anloung,Trapeang Prasat,Oddar Meanchey
Sokh Serei,Bak Anloung,Trapeang Prasat,Oddar Meanchey
Sambour,Bak Anloung,Trapeang Prasat,Oddar Meanchey
Srae L'a,Bak Anloung,Trapeang Prasat,Oddar Meanchey
Tuol Prasaeur,Bak Anloung,Trapeang Prasat,Oddar Meanchey
Trapeang Brei,Bak Anloung,Trapeang Prasat,Oddar Meanchey
Chraok,Ph'av,Trapeang Prasat,Oddar Meanchey
Ou Chik,Ph'av,Trapeang Prasat,Oddar Meanchey
Ph'av,Ph'av,Trapeang Prasat,Oddar Meanchey
Ruessei,Ph'av,Trapeang Prasat,Oddar Meanchey
Thkov,Ph'av,Trapeang Prasat,Oddar Meanchey
Phdeak Chrum,Ph'av,Trapeang Prasat,Oddar Meanchey
Ou Beng,Ph'av,Trapeang Prasat,Oddar Meanchey
Thnol Keng,Ph'av,Trapeang Prasat,Oddar Meanchey
Papel,Ph'av,Trapeang Prasat,Oddar Meanchey
Knong Tuol Mean Chey,Ph'av,Trapeang Prasat,Oddar Meanchey
Ta Mod Mean Chey,Ph'av,Trapeang Prasat,Oddar Meanchey
Papel San Chey,Ph'av,Trapeang Prasat,Oddar Meanchey
Chheu Teal Chrum,Ou Svay,Trapeang Prasat,Oddar Meanchey
Ou Lhong,Ou Svay,Trapeang Prasat,Oddar Meanchey
Ou Svay,Ou Svay,Trapeang Prasat,Oddar Meanchey
Peam Knong,Ou Svay,Trapeang Prasat,Oddar Meanchey
Ta Sam,Ou Svay,Trapeang Prasat,Oddar Meanchey
Sen Sam,Ou Svay,Trapeang Prasat,Oddar Meanchey
Toumnoub Akphivorth,Ou Svay,Trapeang Prasat,Oddar Meanchey
Banteay Chas,Preah Pralay,Trapeang Prasat,Oddar Meanchey
Ou Rumduol,Preah Pralay,Trapeang Prasat,Oddar Meanchey
Preah Pralay,Preah Pralay,Trapeang Prasat,Oddar Meanchey
Tram Paong,Preah Pralay,Trapeang Prasat,Oddar Meanchey
Tram Chan,Preah Pralay,Trapeang Prasat,Oddar Meanchey
Tram Paong Khang Tboung,Preah Pralay,Trapeang Prasat,Oddar Meanchey
Prasat Krohom Saenchey,Preah Pralay,Trapeang Prasat,Oddar Meanchey
Saen Sokh,Tumnob Dach,Trapeang Prasat,Oddar Meanchey
Tumnob Dach,Tumnob Dach,Trapeang Prasat,Oddar Meanchey
Tuol Pongro,Tumnob Dach,Trapeang Prasat,Oddar Meanchey
Tuol Char,Tumnob Dach,Trapeang Prasat,Oddar Meanchey
Tuol Prasat,Tumnob Dach,Trapeang Prasat,Oddar Meanchey
Chey Nivot,Tumnob Dach,Trapeang Prasat,Oddar Meanchey
Chhuk Sa,Trapeang Prasat,Trapeang Prasat,Oddar Meanchey
Ou Krouch,Trapeang Prasat,Trapeang Prasat,Oddar Meanchey
Prey S'ak,Trapeang Prasat,Trapeang Prasat,Oddar Meanchey
Srah Chrey,Trapeang Prasat,Trapeang Prasat,Oddar Meanchey
Tumnob Thmei,Trapeang Prasat,Trapeang Prasat,Oddar Meanchey
Tuol Ta Sek,Trapeang Prasat,Trapeang Prasat,Oddar Meanchey
