village_name,com_com,dis_name,pro_name
Boeng Leach,Sedthei,Sameakki Mean Chey,Kampong Chhnang
Khnach,Sedthei,Sameakki Mean Chey,Kampong Chhnang
Krang Siem,Sedthei,Sameakki Mean Chey,Kampong Chhnang
Angkrong,Sedthei,Sameakki Mean Chey,Kampong Chhnang
Voat Sedthei,Sedthei,Sameakki Mean Chey,Kampong Chhnang
Peareach,Sedthei,Sameakki Mean Chey,Kampong Chhnang
Trapeang Buon,Svay,Sameakki Mean Chey,Kampong Chhnang
Chamkar,Svay,Sameakki Mean Chey,Kampong Chhnang
Hangs Chhuk,Svay,Sameakki Mean Chey,Kampong Chhnang
Trapeang Thma,Svay,Sameakki Mean Chey,Kampong Chhnang
Tuol Pongro,Svay,Sameakki Mean Chey,Kampong Chhnang
Svay Pok,Svay,Sameakki Mean Chey,Kampong Chhnang
Kyang Tboung,Svay,Sameakki Mean Chey,Kampong Chhnang
Khyang Cheung,Svay,Sameakki Mean Chey,Kampong Chhnang
Krasang Pul,Svay,Sameakki Mean Chey,Kampong Chhnang
Pou Ritthi Krai,Svay,Sameakki Mean Chey,Kampong Chhnang
Thmei,Svay,Sameakki Mean Chey,Kampong Chhnang
Chonloat Dai,Svay,Sameakki Mean Chey,Kampong Chhnang
Svay Ph'aem,Svay,Sameakki Mean Chey,Kampong Chhnang
Kngaok Pong,Svay Chuk,Sameakki Mean Chey,Kampong Chhnang
Trapeang Pring,Svay Chuk,Sameakki Mean Chey,Kampong Chhnang
Damnak Pring,Svay Chuk,Sameakki Mean Chey,Kampong Chhnang
Trapeang Mtes,Svay Chuk,Sameakki Mean Chey,Kampong Chhnang
Tang Krang,Svay Chuk,Sameakki Mean Chey,Kampong Chhnang
Krang Srama,Svay Chuk,Sameakki Mean Chey,Kampong Chhnang
Trapeang Tunloab,Svay Chuk,Sameakki Mean Chey,Kampong Chhnang
Prey Nheam,Svay Chuk,Sameakki Mean Chey,Kampong Chhnang
Tang Khley,Svay Chuk,Sameakki Mean Chey,Kampong Chhnang
Chrak Sangkae,Svay Chuk,Sameakki Mean Chey,Kampong Chhnang
Kdol Akpiwat,Svay Chuk,Sameakki Mean Chey,Kampong Chhnang
Roleang,Tbaeng Khpos,Sameakki Mean Chey,Kampong Chhnang
Neang Mealea,Tbaeng Khpos,Sameakki Mean Chey,Kampong Chhnang
Veal Ta King,Tbaeng Khpos,Sameakki Mean Chey,Kampong Chhnang
Thmei Khmer,Tbaeng Khpos,Sameakki Mean Chey,Kampong Chhnang
Tbaeng Khpos,Tbaeng Khpos,Sameakki Mean Chey,Kampong Chhnang
Srae Sar,Tbaeng Khpos,Sameakki Mean Chey,Kampong Chhnang
Meanok Lech,Tbaeng Khpos,Sameakki Mean Chey,Kampong Chhnang
Meanok Kaeut,Tbaeng Khpos,Sameakki Mean Chey,Kampong Chhnang
Ra,Tbaeng Khpos,Sameakki Mean Chey,Kampong Chhnang
Thlok Vien,Thlok Vien,Sameakki Mean Chey,Kampong Chhnang
Srae Krau,Thlok Vien,Sameakki Mean Chey,Kampong Chhnang
Tang Tbaeng,Thlok Vien,Sameakki Mean Chey,Kampong Chhnang
Chhuk,Thlok Vien,Sameakki Mean Chey,Kampong Chhnang
Spean Daek,Thlok Vien,Sameakki Mean Chey,Kampong Chhnang
Toap Baoh,Thlok Vien,Sameakki Mean Chey,Kampong Chhnang
Praklout,Thlok Vien,Sameakki Mean Chey,Kampong Chhnang
Srae Ta Chey,Akphivoadth,Tuek Phos,Kampong Chhnang
Trapeang Reang,Akphivoadth,Tuek Phos,Kampong Chhnang
Srae Prich,Akphivoadth,Tuek Phos,Kampong Chhnang
Srae Khtum,Akphivoadth,Tuek Phos,Kampong Chhnang
Tuek Chum,Akphivoadth,Tuek Phos,Kampong Chhnang
Ropeak,Akphivoadth,Tuek Phos,Kampong Chhnang
Damreb,Akphivoadth,Tuek Phos,Kampong Chhnang
Trapeang Pring,Akphivoadth,Tuek Phos,Kampong Chhnang
Baek Chak,Akphivoadth,Tuek Phos,Kampong Chhnang
Srae Ta Chey Khang Lech,Akphivoadth,Tuek Phos,Kampong Chhnang
Chi Prang,Chieb,Tuek Phos,Kampong Chhnang
Tumnob Thmei,Chieb,Tuek Phos,Kampong Chhnang
Boeng Steng,Chieb,Tuek Phos,Kampong Chhnang
Prey Tang Thnong,Chieb,Tuek Phos,Kampong Chhnang
Kaoh Kandal,Chieb,Tuek Phos,Kampong Chhnang
Chhak Kandaol,Chieb,Tuek Phos,Kampong Chhnang
Kouk Penh,Chieb,Tuek Phos,Kampong Chhnang
Toap Ta Lat,Chieb,Tuek Phos,Kampong Chhnang
Sae Robang,Chieb,Tuek Phos,Kampong Chhnang
Ta Ney,Chieb,Tuek Phos,Kampong Chhnang
Kaoh Khtum,Chieb,Tuek Phos,Kampong Chhnang
Chaong Maong,Chaong Maong,Tuek Phos,Kampong Chhnang
Doun Mau,Chaong Maong,Tuek Phos,Kampong Chhnang
Khsaet,Chaong Maong,Tuek Phos,Kampong Chhnang
Thmei,Chaong Maong,Tuek Phos,Kampong Chhnang
Peareang,Chaong Maong,Tuek Phos,Kampong Chhnang
Svay Chek,Chaong Maong,Tuek Phos,Kampong Chhnang
Akleangkaer,Chaong Maong,Tuek Phos,Kampong Chhnang
Trapeang Chum,Chaong Maong,Tuek Phos,Kampong Chhnang
Krasang Doh Laeung,Kbal Tuek,Tuek Phos,Kampong Chhnang
Doung Sla,Kbal Tuek,Tuek Phos,Kampong Chhnang
Tang Khsach,Kbal Tuek,Tuek Phos,Kampong Chhnang
Tang Sya,Kbal Tuek,Tuek Phos,Kampong Chhnang
Ngoy,Kbal Tuek,Tuek Phos,Kampong Chhnang
Chipuk,Kbal Tuek,Tuek Phos,Kampong Chhnang
Moung,Kbal Tuek,Tuek Phos,Kampong Chhnang
Prey Chrov,Kbal Tuek,Tuek Phos,Kampong Chhnang
Thnal Kaeng,Kbal Tuek,Tuek Phos,Kampong Chhnang
Khvit Tuol Khleang,Kbal Tuek,Tuek Phos,Kampong Chhnang
Trapeang Krabau,Khlong Popok,Tuek Phos,Kampong Chhnang
Yout,Khlong Popok,Tuek Phos,Kampong Chhnang
Khlong Popok,Khlong Popok,Tuek Phos,Kampong Chhnang
Ta Kab,Khlong Popok,Tuek Phos,Kampong Chhnang
Kraoy Voat,Khlong Popok,Tuek Phos,Kampong Chhnang
Trapeang Chrey,Khlong Popok,Tuek Phos,Kampong Chhnang
Boeng Steng,Khlong Popok,Tuek Phos,Kampong Chhnang
Krang Skear,Krang Skear,Tuek Phos,Kampong Chhnang
Tuol Samraong,Krang Skear,Tuek Phos,Kampong Chhnang
Phnum Ta Sam,Krang Skear,Tuek Phos,Kampong Chhnang
Chan Trak,Krang Skear,Tuek Phos,Kampong Chhnang
Trapeang Mlu,Krang Skear,Tuek Phos,Kampong Chhnang
Chambak Prasat,Krang Skear,Tuek Phos,Kampong Chhnang
Krang Skear Khang Tboung,Krang Skear,Tuek Phos,Kampong Chhnang
Chambak Kantreanh,Tang Krasang,Tuek Phos,Kampong Chhnang
Tbaeng Khpos,Tang Krasang,Tuek Phos,Kampong Chhnang
Chas,Tang Krasang,Tuek Phos,Kampong Chhnang
Kouk Nang,Tang Krasang,Tuek Phos,Kampong Chhnang
Krang Ta Mom,Tang Krasang,Tuek Phos,Kampong Chhnang
Srae Uk,Tang Krasang,Tuek Phos,Kampong Chhnang
Romeas,Tang Krasang,Tuek Phos,Kampong Chhnang
Kouk Puoch,Tang Krasang,Tuek Phos,Kampong Chhnang
Veal Sbov,Tang Krasang,Tuek Phos,Kampong Chhnang
Thmei,Tang Krasang,Tuek Phos,Kampong Chhnang
Tang Krasang,Tang Krasang,Tuek Phos,Kampong Chhnang
Krang Ma,Tang Krasang,Tuek Phos,Kampong Chhnang
Roka Tong,Tuol Khpos,Tuek Phos,Kampong Chhnang
La,Tuol Khpos,Tuek Phos,Kampong Chhnang
Voat,Tuol Khpos,Tuek Phos,Kampong Chhnang
Trapeang Smach,Tuol Khpos,Tuek Phos,Kampong Chhnang
Srae Chan,Tuol Khpos,Tuek Phos,Kampong Chhnang
Slaeng,Tuol Khpos,Tuek Phos,Kampong Chhnang
Rolung,Tuol Khpos,Tuek Phos,Kampong Chhnang
Anhchanh,Kdol Saen Chey,Tuek Phos,Kampong Chhnang
Damnak Ampil,Kdol Saen Chey,Tuek Phos,Kampong Chhnang
Damnak Khlong,Kdol Saen Chey,Tuek Phos,Kampong Chhnang
Kdol,Kdol Saen Chey,Tuek Phos,Kampong Chhnang
Ou Lpov,Kdol Saen Chey,Tuek Phos,Kampong Chhnang
Phnum Ta Os,Kdol Saen Chey,Tuek Phos,Kampong Chhnang
Prey Chheu Teal,Basedth,Basedth,Kampong Speu
Prey Kouk Trab,Basedth,Basedth,Kampong Speu
Prey Khley,Basedth,Basedth,Kampong Speu
Trapeang Chhuk,Basedth,Basedth,Kampong Speu
Boeng Sdok,Basedth,Basedth,Kampong Speu
Boeng Sangkae,Basedth,Basedth,Kampong Speu
Srae Traok,Basedth,Basedth,Kampong Speu
Tmat Leng,Basedth,Basedth,Kampong Speu
Sampoar,Basedth,Basedth,Kampong Speu
Chamkar Tuol,Basedth,Basedth,Kampong Speu
Prey Rumduol Kaeut,Basedth,Basedth,Kampong Speu
Prey Rumduol Tboung,Basedth,Basedth,Kampong Speu
Boeng Thnong,Basedth,Basedth,Kampong Speu
Prey Rumduol Lech,Basedth,Basedth,Kampong Speu
Prey Rumduol Cheung,Basedth,Basedth,Kampong Speu
Tuol Khcheay,Basedth,Basedth,Kampong Speu
Khpob Veaeng,Basedth,Basedth,Kampong Speu
Kanlang,Basedth,Basedth,Kampong Speu
Chas,Basedth,Basedth,Kampong Speu
Trapeang Phong,Basedth,Basedth,Kampong Speu
Kromhun,Basedth,Basedth,Kampong Speu
Ta Prach,Basedth,Basedth,Kampong Speu
Kraol Krasang,Kat Phluk,Basedth,Kampong Speu
Roka Kaong,Kat Phluk,Basedth,Kampong Speu
Prey Sampoar,Kat Phluk,Basedth,Kampong Speu
Thlok Bei,Kat Phluk,Basedth,Kampong Speu
Veal Lveang,Kat Phluk,Basedth,Kampong Speu
Youl Toung,Kat Phluk,Basedth,Kampong Speu
Roka Thum,Kat Phluk,Basedth,Kampong Speu
Phnum Kob,Kat Phluk,Basedth,Kampong Speu
Chambak,Kat Phluk,Basedth,Kampong Speu
Ou,Kat Phluk,Basedth,Kampong Speu
Trapeang Peuk,Kat Phluk,Basedth,Kampong Speu
Dei Kraham,Nitean,Basedth,Kampong Speu
Trapeang Tuk,Nitean,Basedth,Kampong Speu
Tram Kang,Nitean,Basedth,Kampong Speu
Hangs,Nitean,Basedth,Kampong Speu
Trapeang Sdau,Nitean,Basedth,Kampong Speu
Trapeang Chhuk,Nitean,Basedth,Kampong Speu
Noreay,Nitean,Basedth,Kampong Speu
Trapeang Khyang,Nitean,Basedth,Kampong Speu
Trapeang Khnar,Nitean,Basedth,Kampong Speu
Trapeang Sala,Nitean,Basedth,Kampong Speu
Pou Tbaeng,Nitean,Basedth,Kampong Speu
Krasang Ta Kong,Nitean,Basedth,Kampong Speu
Trapeang Andoung,Nitean,Basedth,Kampong Speu
Trapeang Rumdenh,Nitean,Basedth,Kampong Speu
Serei Andaet,Nitean,Basedth,Kampong Speu
Chrak Preal,Pheakdei,Basedth,Kampong Speu
Prey Rumdael,Pheakdei,Basedth,Kampong Speu
Prey Khla,Pheakdei,Basedth,Kampong Speu
Chhuk Roadth,Pheakdei,Basedth,Kampong Speu
Kouk Kandal,Pheakdei,Basedth,Kampong Speu
Sahakkom Khang Kaeut,Pheakdei,Basedth,Kampong Speu
Sahakkom Khang Lech,Pheakdei,Basedth,Kampong Speu
Ou Ta Pung,Pheakdei,Basedth,Kampong Speu
Ta Nok,Pheakdei,Basedth,Kampong Speu
Preah Mlob,Pheari Mean Chey,Basedth,Kampong Speu
Thmei,Pheari Mean Chey,Basedth,Kampong Speu
Prey Kanhchan,Pheari Mean Chey,Basedth,Kampong Speu
Das Skor,Pheari Mean Chey,Basedth,Kampong Speu
Prey Ngoung,Pheari Mean Chey,Basedth,Kampong Speu
Piri,Pheari Mean Chey,Basedth,Kampong Speu
Ta Thomm,Pheari Mean Chey,Basedth,Kampong Speu
Trapeang Phlong,Pheari Mean Chey,Basedth,Kampong Speu
Prey Roung,Pheari Mean Chey,Basedth,Kampong Speu
Ta Saom Ak,Pheari Mean Chey,Basedth,Kampong Speu
Samraong Pong Tuek,Pheari Mean Chey,Basedth,Kampong Speu
Sach Trei,Pheari Mean Chey,Basedth,Kampong Speu
Tuek Thla,Pheari Mean Chey,Basedth,Kampong Speu
Boeng Ta Mom,Phong,Basedth,Kampong Speu
Tuol,Phong,Basedth,Kampong Speu
Thmei,Phong,Basedth,Kampong Speu
Sambuor Meas,Phong,Basedth,Kampong Speu
Kanlang Chum,Phong,Basedth,Kampong Speu
Prey Mnou,Phong,Basedth,Kampong Speu
Trapeang Tuek Chrov,Phong,Basedth,Kampong Speu
Trapeang Veaeng,Phong,Basedth,Kampong Speu
Chhuk Kieb,Phong,Basedth,Kampong Speu
Trapeang Leab,Phong,Basedth,Kampong Speu
Dambouk Khpos,Phong,Basedth,Kampong Speu
Tuol Phngeas,Phong,Basedth,Kampong Speu
Srae Roluos,Phong,Basedth,Kampong Speu
Trapeang Prei,Pou Angkrang,Basedth,Kampong Speu
Sangkom Mean chey,Pou Angkrang,Basedth,Kampong Speu
Trapeang Chhuk,Pou Angkrang,Basedth,Kampong Speu
Kandaol,Pou Angkrang,Basedth,Kampong Speu
Pou Thum,Pou Angkrang,Basedth,Kampong Speu
Pou Kandal,Pou Angkrang,Basedth,Kampong Speu
Prey Edth,Pou Angkrang,Basedth,Kampong Speu
Chranieng Chas,Pou Angkrang,Basedth,Kampong Speu
Chranieng Thmei,Pou Angkrang,Basedth,Kampong Speu
Prey Khla,Pou Angkrang,Basedth,Kampong Speu
Trapeang Kak,Pou Angkrang,Basedth,Kampong Speu
Serei Chuob Chum,Pou Angkrang,Basedth,Kampong Speu
Trakuon,Pou Angkrang,Basedth,Kampong Speu
Trapeang Trokiet,Pou Angkrang,Basedth,Kampong Speu
Kranhung,Pou Angkrang,Basedth,Kampong Speu
Serei Phoat,Pou Angkrang,Basedth,Kampong Speu
Prey Sroul,Pou Angkrang,Basedth,Kampong Speu
Noreay,Pou Angkrang,Basedth,Kampong Speu
Prey Ta Phem,Pou Angkrang,Basedth,Kampong Speu
Khley Chas,Pou Chamraeun,Basedth,Kampong Speu
Khley Thmei,Pou Chamraeun,Basedth,Kampong Speu
Trapeang Samraong,Pou Chamraeun,Basedth,Kampong Speu
Sakkarak,Pou Chamraeun,Basedth,Kampong Speu
Phnum Touch,Pou Chamraeun,Basedth,Kampong Speu
Angk Ta Am,Pou Chamraeun,Basedth,Kampong Speu
Srae Kuy,Pou Chamraeun,Basedth,Kampong Speu
Trapeang Trayueng,Pou Chamraeun,Basedth,Kampong Speu
Leang Chey Thmei,Pou Chamraeun,Basedth,Kampong Speu
Trapeang Tuntuem,Pou Chamraeun,Basedth,Kampong Speu
Leang Chey Chas,Pou Chamraeun,Basedth,Kampong Speu
Prey Tbaeng,Pou Chamraeun,Basedth,Kampong Speu
Prey Khlong,Pou Chamraeun,Basedth,Kampong Speu
Khpob Run,Pou Chamraeun,Basedth,Kampong Speu
Angk Daek Kandal,Pou Mreal,Basedth,Kampong Speu
Chambak Run Khang Tboung,Pou Mreal,Basedth,Kampong Speu
Srae Khmer,Pou Mreal,Basedth,Kampong Speu
Chambak Run Khang Cheung,Pou Mreal,Basedth,Kampong Speu
Mreal Thum,Pou Mreal,Basedth,Kampong Speu
Mreal Tnaot Cheung,Pou Mreal,Basedth,Kampong Speu
Mreal Tnaot Tboung,Pou Mreal,Basedth,Kampong Speu
Ou Char,Pou Mreal,Basedth,Kampong Speu
Pou,Pou Mreal,Basedth,Kampong Speu
Salam,Pou Mreal,Basedth,Kampong Speu
Trapeang Khnar,Pou Mreal,Basedth,Kampong Speu
Thmei,Pou Mreal,Basedth,Kampong Speu
Chamraeun Phal,Pou Mreal,Basedth,Kampong Speu
Ta Daeng Thmei,Pou Mreal,Basedth,Kampong Speu
Ta Nuon,Pou Mreal,Basedth,Kampong Speu
Ta Daeng Chas,Pou Mreal,Basedth,Kampong Speu
Prey Tbaeng,Pou Mreal,Basedth,Kampong Speu
Prey Khle,Pou Mreal,Basedth,Kampong Speu
Sdok,Svay Chacheb,Basedth,Kampong Speu
Popul,Svay Chacheb,Basedth,Kampong Speu
Chacheb,Svay Chacheb,Basedth,Kampong Speu
Chek,Svay Chacheb,Basedth,Kampong Speu
Anlong Leak,Svay Chacheb,Basedth,Kampong Speu
Ruessei Yul,Svay Chacheb,Basedth,Kampong Speu
Andoung Lvea,Svay Chacheb,Basedth,Kampong Speu
Char,Svay Chacheb,Basedth,Kampong Speu
Trapeang Khtum,Svay Chacheb,Basedth,Kampong Speu
Trapeang Thlok,Svay Chacheb,Basedth,Kampong Speu
Khnach Kantuot,Svay Chacheb,Basedth,Kampong Speu
Chrey,Svay Chacheb,Basedth,Kampong Speu
Pongro,Svay Chacheb,Basedth,Kampong Speu
Troyueng Ter,Svay Chacheb,Basedth,Kampong Speu
Sangkae Leak,Svay Chacheb,Basedth,Kampong Speu
Sangkream Bour,Tuol Ampil,Basedth,Kampong Speu
Roka Pok,Tuol Ampil,Basedth,Kampong Speu
Trapeang Chumrov,Tuol Ampil,Basedth,Kampong Speu
Trapeang Khyang,Tuol Ampil,Basedth,Kampong Speu
Prey Peay,Tuol Ampil,Basedth,Kampong Speu
Prey Khla,Tuol Ampil,Basedth,Kampong Speu
Angk Kdei,Tuol Ampil,Basedth,Kampong Speu
Trapeang Tonloab,Tuol Ampil,Basedth,Kampong Speu
Damnak Trach,Tuol Ampil,Basedth,Kampong Speu
Prey Sralaeng,Tuol Ampil,Basedth,Kampong Speu
Angk Rongeang,Tuol Ampil,Basedth,Kampong Speu
Mi Leav,Tuol Ampil,Basedth,Kampong Speu
Kae Sraeng,Tuol Ampil,Basedth,Kampong Speu
Phan,Tuol Ampil,Basedth,Kampong Speu
Ta Meun,Tuol Ampil,Basedth,Kampong Speu
Tuol Sala,Tuol Sala,Basedth,Kampong Speu
Ta Am,Tuol Sala,Basedth,Kampong Speu
Kaoh Chheu Teal,Tuol Sala,Basedth,Kampong Speu
Svay Rumpea,Tuol Sala,Basedth,Kampong Speu
Doun Penh,Tuol Sala,Basedth,Kampong Speu
Rumluek,Tuol Sala,Basedth,Kampong Speu
Prey Rongeang,Tuol Sala,Basedth,Kampong Speu
Pring,Tuol Sala,Basedth,Kampong Speu
Ta Tov,Tuol Sala,Basedth,Kampong Speu
Ou,Tuol Sala,Basedth,Kampong Speu
Thlok,Tuol Sala,Basedth,Kampong Speu
Srae Khle,Tuol Sala,Basedth,Kampong Speu
Tnaot,Tuol Sala,Basedth,Kampong Speu
Changriek,Tuol Sala,Basedth,Kampong Speu
Veal,Tuol Sala,Basedth,Kampong Speu
Khla Chol,Tuol Sala,Basedth,Kampong Speu
Trapeang Kak,Tuol Sala,Basedth,Kampong Speu
Ta Reach,Kak,Basedth,Kampong Speu
Toap Mreak,Kak,Basedth,Kampong Speu
Krang Traok,Kak,Basedth,Kampong Speu
Trapeang Teab,Kak,Basedth,Kampong Speu
Trapeang Krasang,Kak,Basedth,Kampong Speu
Prey Snuol,Kak,Basedth,Kampong Speu
Ruessei Veal,Kak,Basedth,Kampong Speu
Kbal Thnal,Kak,Basedth,Kampong Speu
Trapeang Pring,Kak,Basedth,Kampong Speu
Trapeang Chhuk,Kak,Basedth,Kampong Speu
Khna,Kak,Basedth,Kampong Speu
Cheung Phnum,Kak,Basedth,Kampong Speu
Prech,Kak,Basedth,Kampong Speu
Phchoek,Kak,Basedth,Kampong Speu
Tram Sasar,Svay Rumpear,Basedth,Kampong Speu
Kbier,Svay Rumpear,Basedth,Kampong Speu
Phsar Slab Leaeng,Svay Rumpear,Basedth,Kampong Speu
Ou Preal,Svay Rumpear,Basedth,Kampong Speu
Prey Dob,Svay Rumpear,Basedth,Kampong Speu
Slaeng,Svay Rumpear,Basedth,Kampong Speu
Trapeang Sya,Svay Rumpear,Basedth,Kampong Speu
Srae Pring,Svay Rumpear,Basedth,Kampong Speu
Thlok,Svay Rumpear,Basedth,Kampong Speu
Slab Leaeng,Svay Rumpear,Basedth,Kampong Speu
Kreul,Svay Rumpear,Basedth,Kampong Speu
Tuol,Svay Rumpear,Basedth,Kampong Speu
Khna Ta Nong,Svay Rumpear,Basedth,Kampong Speu
Kandieng,Svay Rumpear,Basedth,Kampong Speu
Tnaot  Muoy Daeum,Preah Khae,Basedth,Kampong Speu
Prey Ba Krong,Preah Khae,Basedth,Kampong Speu
Boeng,Preah Khae,Basedth,Kampong Speu
Trapeang Veaeng,Preah Khae,Basedth,Kampong Speu
Khnang Phum,Preah Khae,Basedth,Kampong Speu
Thnal Dach,Preah Khae,Basedth,Kampong Speu
Thnal,Preah Khae,Basedth,Kampong Speu
Khlouk,Preah Khae,Basedth,Kampong Speu
Trapeang Prei,Preah Khae,Basedth,Kampong Speu
Ta Mol,Chbar Mon,Chbar Mon,Kampong Speu
Phkong,Chbar Mon,Chbar Mon,Kampong Speu
Trapeang Leuk,Chbar Mon,Chbar Mon,Kampong Speu
Pech Sangvar,Chbar Mon,Chbar Mon,Kampong Speu
Angk Prasat,Chbar Mon,Chbar Mon,Kampong Speu
Roluos,Chbar Mon,Chbar Mon,Kampong Speu
Borei Kammeakkar,Chbar Mon,Chbar Mon,Kampong Speu
Chamkar Doung,Chbar Mon,Chbar Mon,Kampong Speu
Sambuor,Chbar Mon,Chbar Mon,Kampong Speu
Phnum Dei,Chbar Mon,Chbar Mon,Kampong Speu
Prey Sloek,Chbar Mon,Chbar Mon,Kampong Speu
Sampov,Chbar Mon,Chbar Mon,Kampong Speu
Khtum Krang,Chbar Mon,Chbar Mon,Kampong Speu
Thmei,Kandaol Dom,Chbar Mon,Kampong Speu
Kaoh Vien,Kandaol Dom,Chbar Mon,Kampong Speu
Rumloung,Kandaol Dom,Chbar Mon,Kampong Speu
Pongro,Kandaol Dom,Chbar Mon,Kampong Speu
Phsar Sameakki,Kandaol Dom,Chbar Mon,Kampong Speu
Nhor,Kandaol Dom,Chbar Mon,Kampong Speu
Kandaol Dom,Kandaol Dom,Chbar Mon,Kampong Speu
Trapeang Preah,Kandaol Dom,Chbar Mon,Kampong Speu
Kab Tuk,Kandaol Dom,Chbar Mon,Kampong Speu
Srae Thnal,Kandaol Dom,Chbar Mon,Kampong Speu
Krang Pol Tep,Rokar Thum,Chbar Mon,Kampong Speu
Peanicheakkam,Rokar Thum,Chbar Mon,Kampong Speu
Borei Kammeakkar,Rokar Thum,Chbar Mon,Kampong Speu
Samnang,Rokar Thum,Chbar Mon,Kampong Speu
Mukh Khett,Rokar Thum,Chbar Mon,Kampong Speu
Snao Ti Muoy,Rokar Thum,Chbar Mon,Kampong Speu
Angk Serei,Rokar Thum,Chbar Mon,Kampong Speu
Thmei,Rokar Thum,Chbar Mon,Kampong Speu
Tuol Thnong,Rokar Thum,Chbar Mon,Kampong Speu
Khaob,Rokar Thum,Chbar Mon,Kampong Speu
Roka Thum,Rokar Thum,Chbar Mon,Kampong Speu
Trapeang Leuk,Rokar Thum,Chbar Mon,Kampong Speu
Tang Tonle,Sopoar Tep,Chbar Mon,Kampong Speu
Rumloung,Sopoar Tep,Chbar Mon,Kampong Speu
Thlok Chheu Teal,Sopoar Tep,Chbar Mon,Kampong Speu
Trach Chrum,Sopoar Tep,Chbar Mon,Kampong Speu
Pael Hael,Sopoar Tep,Chbar Mon,Kampong Speu
Krang Phka,Sopoar Tep,Chbar Mon,Kampong Speu
Runloung Prakhleah,Sopoar Tep,Chbar Mon,Kampong Speu
Prey Kanteach,Sopoar Tep,Chbar Mon,Kampong Speu
Snao Ti Pir,Sopoar Tep,Chbar Mon,Kampong Speu
Roleang Sangkae,Sopoar Tep,Chbar Mon,Kampong Speu
Skuh,Svay Kravan,Chbar Mon,Kampong Speu
Dak Por,Svay Kravan,Chbar Mon,Kampong Speu
Svay Kravan,Svay Kravan,Chbar Mon,Kampong Speu
Tuol Kouk,Svay Kravan,Chbar Mon,Kampong Speu
Phsar Chas,Svay Kravan,Chbar Mon,Kampong Speu
Thnal Bambaek,Svay Kravan,Chbar Mon,Kampong Speu
Prey Kdei,Svay Kravan,Chbar Mon,Kampong Speu
Tras,Svay Kravan,Chbar Mon,Kampong Speu
Ampeae Phnum,Svay Kravan,Chbar Mon,Kampong Speu
Tras Sala,Svay Kravan,Chbar Mon,Kampong Speu
Kamnab,Svay Kravan,Chbar Mon,Kampong Speu
Lvea,Angk Popel,Kong Pisei,Kampong Speu
Saok Mouk,Angk Popel,Kong Pisei,Kampong Speu
Krasang Ph'aem,Angk Popel,Kong Pisei,Kampong Speu
Angk Popel,Angk Popel,Kong Pisei,Kampong Speu
Samraong Chas,Angk Popel,Kong Pisei,Kampong Speu
Sampov Lun,Angk Popel,Kong Pisei,Kampong Speu
Thlok Yol,Angk Popel,Kong Pisei,Kampong Speu
Kamnab,Angk Popel,Kong Pisei,Kampong Speu
Tram Roneab,Angk Popel,Kong Pisei,Kampong Speu
Angkrong,Angk Popel,Kong Pisei,Kampong Speu
Tuol Sotin,Angk Popel,Kong Pisei,Kampong Speu
Samraong Reaksmei,Angk Popel,Kong Pisei,Kampong Speu
Svay Teab,Angk Popel,Kong Pisei,Kampong Speu
Angk Krasang,Chongruk,Kong Pisei,Kampong Speu
Prey Ta Mean,Chongruk,Kong Pisei,Kampong Speu
Angk Sangkream,Chongruk,Kong Pisei,Kampong Speu
Thma Kdar,Chongruk,Kong Pisei,Kampong Speu
Bang Na,Chongruk,Kong Pisei,Kampong Speu
Angk Ta Lei,Chongruk,Kong Pisei,Kampong Speu
Kan Damra,Chongruk,Kong Pisei,Kampong Speu
Chrey,Chongruk,Kong Pisei,Kampong Speu
Thlok,Chongruk,Kong Pisei,Kampong Speu
Kayiev,Chongruk,Kong Pisei,Kampong Speu
Reang,Chongruk,Kong Pisei,Kampong Speu
Prey Sbov,Chongruk,Kong Pisei,Kampong Speu
Prey Ta Luem,Chongruk,Kong Pisei,Kampong Speu
Krang Lang,Chongruk,Kong Pisei,Kampong Speu
Angk Romeas,Chongruk,Kong Pisei,Kampong Speu
Sandol,Chongruk,Kong Pisei,Kampong Speu
Ta Mem,Chongruk,Kong Pisei,Kampong Speu
Chum Srok,Chongruk,Kong Pisei,Kampong Speu
Chongruk,Chongruk,Kong Pisei,Kampong Speu
Prey Roung,Chongruk,Kong Pisei,Kampong Speu
Boeng Toap Pyuh,Chongruk,Kong Pisei,Kampong Speu
Prey Kdei,Chongruk,Kong Pisei,Kampong Speu
Trapeang Roneah,Chongruk,Kong Pisei,Kampong Speu
Pong Tuek,Chongruk,Kong Pisei,Kampong Speu
Krabei Tram,Chongruk,Kong Pisei,Kampong Speu
Tuol Veasna,Moha Ruessei,Kong Pisei,Kampong Speu
Angk Sokonthea,Moha Ruessei,Kong Pisei,Kampong Speu
Ta Reach,Moha Ruessei,Kong Pisei,Kampong Speu
Angk Sa Khnay,Moha Ruessei,Kong Pisei,Kampong Speu
Snuol,Moha Ruessei,Kong Pisei,Kampong Speu
Prey Khlouy,Moha Ruessei,Kong Pisei,Kampong Speu
Kak Thum,Moha Ruessei,Kong Pisei,Kampong Speu
Chheu Lum,Moha Ruessei,Kong Pisei,Kampong Speu
Krang Sbov,Moha Ruessei,Kong Pisei,Kampong Speu
Kbal Romeas,Moha Ruessei,Kong Pisei,Kampong Speu
Krang Ruessei,Moha Ruessei,Kong Pisei,Kampong Speu
